8.5078,-5.75
4.379,-0.1372
-2.4953,1.0308
-9.2937,-5.4495
4.845,4.2001
0.0216,8.0724
-0.8425,7.7031
-0.7922,7.0648
-1.8115,6.3989
6.4144,6.7147
-9.2461,-9.6651
-9.4855,-6.4479
-0.1295,6.8922
-10.4065,-10.4008
4.886,5.2925
7.8422,-1.4166
2.5513,0.0677
-2.5538,1.0595
7.9214,-4.4268
-6.2864,-8.9921
6.4382,-3.1624
7.8665,-7.2817
4.6902,7.2657
6.465,-10.3646
-1.9208,-1.1802
8.7632,-3.8034
6.3917,-7.9598
6.5462,-5.9822
-3.4354,-8.6625
-6.786,-8.5833
-8.4564,-6.2408
-9.0124,-10.6332
7.8444,-9.3583
-4.8988,-8.113
0.1399,-1.1219
-10.0169,-5.0755
-5.3616,1.8387
-0.1738,8.1272
8.2178,-5.4823
-3.6344,1.9721
-4.3885,-8.871
-3.8092,0.8749
6.7117,-3.4452
-3.312,-0.2006
6.4181,6.679
6.7858,-4.0145
8.9932,-5.0896
8.5245,-3.2523
9.369,-3.6349
-5.4535,-8.3249
-5.5159,-10.0505
-4.2637,-7.6132
-9.7869,-5.8227
7.8398,-3.0163
6.0563,3.634
1.2474,-1.2548
8.5456,-3.6039
5.7125,5.1905
1.4412,-1.042
5.8911,-7.4769
3.2208,-0.2561
4.1202,5.5626
6.0863,6.2648
5.1728,6.3521
-6.8398,-7.3922
6.4615,-7.48
-2.6517,0.3286
-9.2123,-8.6049
-5.0762,-9.8323
1.6295,-2.6257
-7.1798,-4.4476
-9.4468,-7.6466
3.3819,0.1428
2.8462,-2.6481
3.949,4.7891
-5.3174,-6.595
5.0229,5.5797
10.2644,-3.8984
-0.5523,6.3028
-1.1463,7.2654
-5.2539,-9.6406
1.4325,7.4505
-5.5126,0.7865
6.3584,6.5891
7.0528,-2.9407
-9.5991,-3.9413
-5.1724,-0.874
-9.978,-9.233
-0.1977,7.8279
6.4852,-1.4756
-8.8226,-8.0132
-9.8299,-9.0559
9.2244,-3.9455
-7.4574,-9.8607
2.8187,-1.1672
-8.4899,-5.5339
-9.5447,-7.7611
-2.3113,0.5163
-4.5386,-0.1467
0.5405,7.1263
9.4401,-6.08
-9.5709,-10.8805
7.4155,-1.2922
5.9317,-8.3009
2.8678,-1.5929
-5.853,-8.538
0.4856,6.2055
1.8789,-1.6363
7.6675,-3.9539
-6.4677,-9.2268
8.8458,-4.4201
-9.0643,-6.1232
3.0207,-0.2578
5.5048,-1.7004
-8.676,-7.3492
8.1077,-5.8081
2.7599,-2.3145
-5.1777,-8.1606
-8.7618,-6.4429
-12.2109,-10.4307
-3.2805,-7.6365
-4.2347,-9.2144
8.2135,-3.1229
-6.8529,-9.43
8.171,-6.8993
0.3822,5.28
-7.0536,-10.5791
9.5571,-3.6454
3.2825,-0.5203
-9.5067,-11.3241
-4.5483,-7.7907
-5.3748,-8.0235
-7.3949,-7.7968
7.4613,-2.5439
7.8722,-8.1534
1.5492,-1.9938
-0.9156,7.824
3.0961,-2.0158
-6.2531,-9.003
2.2471,-1.1767
8.0799,-5.9733
8.4403,-4.9255
-6.454,-9.5309
-10.1042,-5.4425
1.5717,-0.5531
8.8164,-5.7676
-8.8654,-9.2053
7.0441,-6.7474
9.0184,-5.1112
9.2393,-5.1901
6.6052,-3.3832
-0.6121,6.9275
-1.1892,8.4067
0.1859,4.6973
-5.4047,-6.9846
7.1047,-2.1527
1.3451,-1.6873
7.4091,-8.2982
-5.7943,-9.73
0.8134,-0.7837
7.4073,-3.2219
7.2982,-2.3012
8.9614,-3.1222
6.504,-2.9513
9.0155,-6.6161
5.8858,-7.6336
-8.1449,-7.8786
-5.4025,-9.6598
-8.5883,-9.9936
1.3905,-1.2381
-11.6248,-9.6064
7.8839,-4.4182
4.9137,5.5132
5.695,6.5161
-8.0238,-5.5641
6.2978,-8.0014
-4.38,-0.729
-5.2124,-7.4617
4.0318,5.6728
1.944,-2.8664
-4.0912,-9.2533
-8.3434,-5.9806
-0.6331,6.6862
-5.8805,-8.2218
4.9445,6.2847
-1.6762,6.1792
1.755,-2.6923
-9.5248,-8.1214
3.8564,7.1384
5.1893,5.1775
-10.573,-8.7644
-11.2453,-9.5108
0.8502,8.6733
-6.3626,-8.2534
-7.6944,-6.2065
8.6023,-6.5556
4.5116,-8.4979
6.0681,-2.4672
-7.291,-7.2889
1.401,-0.8896
-8.9477,-6.4748
-2.5043,0.8099
-1.4514,5.986
-5.4818,-8.2577
4.4941,4.3415
-0.6866,1.4562
3.3812,-1.0471
-4.1269,-9.1262
-3.8452,0.0819
5.4663,7.6726
8.6316,-5.4304
-0.0716,5.5027
6.9859,-3.0309
6.1038,5.0244
8.4424,-2.5382
10.0526,-4.7067
-0.601,7.3565
-9.0158,-11.1834
8.059,-4.4211
5.151,5.9404
0.6066,-0.2259
6.6759,-7.8846
6.853,-2.5455
7.9234,-4.2655
-0.0404,6.6994
-3.3057,0.6636
-5.7954,-7.1629
8.215,-6.373
-5.5054,-9.9903
5.7427,-1.8574
-10.6946,-11.3135
-2.8294,2.0436
-1.1294,5.7421
-8.4524,-10.6092
9.9946,-5.2262
-8.9292,-7.3157
-6.8938,-8.0738
-5.03,-6.81
-8.8874,-10.2185
5.653,4.2225
7.9254,-3.2828
-11.0559,-6.907
-8.6961,-9.1751
-7.1863,-8.6048
9.2475,-6.3202
-9.9823,-6.7003
-1.9902,6.5392
7.7579,-4.6859
6.3362,-8.3118
-9.0464,-9.6002
-5.6002,-7.4738
9.0491,-1.1421
-0.3399,6.381
-6.6792,-7.4276
9.2509,-7.0886
-5.4905,-9.011
4.8728,5.7778
9.7443,-3.9509
-0.8238,7.9397
6.0133,-2.0655
5.9888,-8.9226
-2.6949,1.2582
4.1862,5.0762
-9.0149,-9.4797
4.7063,6.632
-8.9252,-10.8344
8.37,-3.4568
-4.1887,-9.8598
8.207,-6.2862
-7.3852,-6.5351
9.4805,-6.3599
5.2101,-7.508
-2.3046,0.4971
-1.0324,7.6397
-1.7411,1.1679
-9.635,-6.2086
-4.4024,-7.7912
2.6712,-1.8332
-8.5103,-6.5564
-8.9354,-5.3174
-1.2239,7.5649
3.7695,6.5772
5.919,-7.0264
4.5574,5.7009
6.4428,-6.0411
5.7687,-8.8086
1.9868,1.5216
-5.303,-9.6412
7.1381,-3.0923
8.2904,-4.0483
1.3638,6.4732
-10.0222,-7.1857
-7.0092,-6.1908
7.8067,-3.1845
3.0121,0.3613
-11.6984,-5.7601
7.8716,-5.135
7.1247,-4.1445
-2.4799,-0.5791
6.6509,4.6375
6.8518,-6.2585
5.8766,-3.7983
-9.8912,-9.1281
2.5305,-0.1183
1.7144,-2.6034
4.5709,6.1764
2.2181,-3.6714
-2.4895,0.0547
