6.2747,8.4527
-5.732,4.6461
-3.5357,5.8348
-8.5168,-9.448
-11.0505,-9.6487
-4.1658,5.3081
-5.6221,5.0341
5.7484,8.8196
5.9308,5.5422
-8.5214,-8.6257
5.6082,7.8089
-4.6022,5.1062
6.1961,6.0961
6.171,4.9365
-9.8299,-3.3415
-9.0945,-2.5078
-9.1515,-4.1806
-5.6342,2.7555
-4.6498,5.0105
-4.7431,4.506
-9.4506,-8.9541
6.4494,7.3058
-8.4995,-9.3897
-7.753,-11.1188
-8.3802,-4.1689
-10.2914,-2.4268
-6.6153,-4.1176
-3.5891,4.3466
-9.6713,-3.5572
6.6969,6.3428
-9.6827,-4.7035
-9.7285,-2.811
-9.4013,-4.2223
-5.764,5.309
-10.1454,-9.3914
-7.6925,-10.7665
5.9627,7.1867
5.983,6.7945
-5.0033,4.4187
-8.7661,-1.7438
-9.5877,-3.7763
-3.6863,3.3491
-4.6464,4.695
-9.2845,-3.627
-8.8424,-8.7266
6.7915,6.4696
6.2653,7.5928
-9.4703,-9.8142
-8.812,-7.5471
-8.6461,-11.1457
-5.2084,5.3908
-8.7479,-8.1287
4.6753,8.172
6.9932,7.0575
-4.0738,3.7215
-6.426,3.7745
-4.7392,5.4667
-3.0567,4.0295
-7.9407,-3.4855
-10.3446,-8.814
7.1047,6.229
-5.8921,6.9643
5.6606,6.6402
-2.7959,5.4559
7.4311,7.1416
-8.7319,-4.2669
-7.3649,-3.0808
-5.1109,3.7599
3.8291,7.1413
-2.1365,3.6117
-9.829,-2.9627
-9.4867,-10.4854
-9.1807,-3.6099
6.7112,7.0478
5.5508,8.504
-9.0526,-8.2017
-7.1263,-7.0073
-12.0232,-4.5296
-7.4568,-9.7891
-10.0255,-1.4511
-10.0908,-10.126
6.4411,5.3737
-8.9633,-3.1674
5.2054,5.5546
-8.5179,-9.7763
-6.8964,-9.1882
-8.0232,-9.4507
-8.8257,-8.6966
6.9923,6.5012
7.2797,7.5254
-3.0965,3.5188
6.1877,7.26
-4.7603,4.3229
-7.7431,-8.8288
-3.833,4.7802
-8.1823,-5.0008
-9.3621,-9.7884
5.0334,6.4699
-3.7931,5.0351
-2.9116,3.5053
-4.067,3.9667
-8.8613,-4.191
5.6927,8.5348
5.9123,7.9566
-8.2405,-8.4765
-9.1393,-7.4813
7.4266,6.4854
-10.4363,-7.0164
-9.7974,-3.3353
-9.8655,-9.2133
-9.4568,-7.3194
4.8077,7.7434
5.9966,7.983
6.7383,4.5206
6.0778,5.9318
-8.7155,-7.9308
-5.9872,-9.0546
-4.1628,6.3714
-8.7683,-2.7747
-8.0475,-9.1308
-8.6942,-2.8774
5.08,5.4802
-9.2404,-9.0884
-3.7279,5.7856
-10.1149,-3.4851
-7.2111,-9.7509
-8.3554,-2.4359
-8.404,-9.8589
-8.8908,-2.5544
-6.7716,4.158
-7.0827,-8.3541
6.4895,6.3769
-9.747,-2.7403
-4.5169,5.305
6.7419,7.2047
-9.625,-4.0545
-8.5793,-9.1048
-8.3252,-5.2729
-5.4766,4.7176
-7.7023,-8.9087
-7.9075,-3.7992
-9.1157,-1.3522
-9.3475,-10.3726
7.2087,6.0248
-4.2881,6.422
-10.4186,-6.5165
7.4743,8.1588
6.4099,7.8394
-4.7453,4.1594
-8.1223,-2.3374
-6.9197,-7.7033
-3.8641,5.4221
-8.9608,-3.6072
-4.2598,4.3655
-9.3014,-3.5004
-8.2284,-8.5735
-10.9591,-10.1348
-8.4709,-2.4318
-10.6034,-9.1925
-8.7044,-8.6592
-5.7629,3.2189
-8.2495,-5.7717
-11.8969,-4.3071
-8.4838,-7.318
-9.9362,-7.2582
-10.5027,-3.9248
-5.1159,4.6392
-8.8427,-2.4135
-8.2935,-9.5806
-9.5781,-2.8739
-9.5718,-2.983
-10.015,-7.022
